0,1,2,3,4,5,6,7,8,9,10,11,12,label
-467.5838,25.282946,-0.030978257,3.2776797,-3.8980737,0.4258559,-0.56662124,-2.64364,-2.079644,-0.6595316,-3.9233236,0.102990314,-2.2055535,0
-220.8965,113.86766,-37.365665,39.482483,-7.931149,-15.32281,-10.295144,2.0512266,-3.6067886,10.118729,1.2161852,0.7977656,-4.9282427,0
-180.58412,112.41487,-55.64548,38.739532,-2.2064972,-7.924934,-3.003185,10.3249235,0.16821678,16.236303,-9.190445,-2.745349,-5.602379,0
-147.70103,43.451317,-11.960653,5.826992,-4.306507,5.832841,-1.6196871,-7.9907966,-3.4873714,-5.8459187,-7.4742236,-6.690859,-12.99955,0
-50.987274,51.49077,-9.697482,15.577854,3.4507754,12.389522,0.09240422,0.10677615,-0.6365357,-3.2957284,-13.849217,-12.142437,-16.076088,0
-73.36465,44.256107,-3.3147323,12.07082,-7.4158564,4.7922773,-3.0776262,4.353559,5.9734235,-1.761129,-11.963095,-13.479309,-14.281891,0
-130.8604,78.61953,7.800774,8.350322,2.3412373,7.7629323,-18.499079,8.109218,-5.829224,-0.11320024,-12.826397,-4.042872,3.9252148,0
-49.27359,55.522877,-15.15973,-5.196047,-1.3523089,2.115677,-12.748296,2.3584795,-13.548505,-2.3342407,-14.098147,-7.0079494,2.0984776,0
-94.554504,61.256016,-12.966076,-1.8907622,-1.080199,-0.92484057,-13.073802,2.1409068,-10.257828,-6.7564077,-15.285519,-4.3093605,5.7302914,0
-296.53723,31.88038,12.540399,12.120707,5.765784,7.1695423,3.6790302,6.6414537,0.23474953,4.101286,0.9086142,3.559984,1.758085,0
-221.89339,98.50488,17.903858,3.075942,16.380594,6.961058,-1.4827652,2.867481,-14.94846,-8.561052,-11.1179,-2.5873554,-15.054824,0
-424.36206,62.944542,25.189058,39.599087,20.227695,19.4683,15.322962,17.17841,12.141345,3.7117956,6.669862,7.665377,-0.66340625,0
37.712654,33.96379,-28.885565,-6.289017,-21.791988,-6.2365003,-14.505921,-6.492511,-13.586983,-5.374667,-13.804927,-12.230915,-7.435023,0
-5.046051,104.511246,-22.673063,4.3964105,-31.91618,4.1953955,-15.092796,-14.747378,-16.569592,0.9720271,-15.297026,-8.042601,-9.674839,0
-42.863644,35.9075,-23.129375,9.300063,-25.255713,-2.094517,-7.6515903,-11.917092,1.5531492,-8.920662,-9.461082,-4.0213428,-11.918793,1
-595.34973,38.143124,-3.1999135,16.213375,11.574162,4.275606,1.369987,9.157128,1.3607951,5.337438,3.6334414,5.4367123,-2.584096,1
-246.57378,89.25064,-39.958733,-0.69858533,-10.839349,-30.27681,-1.4763855,5.3035345,-6.5086117,9.990399,-17.740557,1.4469224,-2.670932,1
-195.39836,66.85425,-68.405556,38.504883,-75.62348,28.886097,-33.304195,25.093039,-27.359524,18.392473,-22.96946,8.471036,-9.337792,1
-100.09545,106.37113,-32.219975,11.958722,-12.837769,1.5291337,-14.510982,-0.8270154,-5.5660353,-6.452314,-6.9180107,4.385375,-7.1489625,1
-283.201,80.60436,-21.084188,15.767832,-16.305416,-15.724034,-21.016874,-0.54884493,-1.7336422,-6.3081036,-4.891509,-9.840377,-8.453828,1
-264.55508,154.48122,5.0729103,6.911485,8.523186,-8.652209,-6.8639264,-11.741238,-10.730123,-0.6416569,-7.6932716,7.225892,-14.307919,1
-106.30522,-2.2796772,-17.138239,-1.8078681,-13.884262,-6.657337,-8.048059,-7.2739687,-9.467194,-4.12317,-12.461776,5.1760736,-4.4980564,1
-266.21368,140.37276,19.269842,44.738934,0.8596658,-11.661791,-24.373302,-5.405986,-1.1584318,9.618899,6.6852436,8.719268,-2.6964066,1
-306.33047,82.35442,4.687882,16.953218,-3.422026,1.1436259,-2.6965005,3.9898534,-5.8090177,1.3297114,-3.4591155,3.3468468,-4.5339556,1
-336.94034,103.94298,-17.442474,17.005741,-10.998132,8.15528,-3.5717971,3.7009056,-8.828724,-0.22474593,-3.87414,0.18885784,-8.356769,1
-219.46602,25.866531,-25.552147,-2.5759673,-51.49697,-16.223476,-10.2137,-14.385883,-6.218088,-14.446101,-1.1300046,2.6682677,-9.803789,1
-78.71313,103.545006,-9.587469,10.622877,1.0407659,-1.0539743,-2.7886624,-4.8676915,-4.065035,-6.707241,-8.058596,-6.5157127,-7.8379464,1
-44.872276,39.55288,-27.98432,6.763339,-0.51239985,5.443489,-0.86319846,4.4580264,1.4471519,9.70535,-1.5715641,1.0672598,-2.7433877,1
-122.332405,112.42091,29.12543,24.01778,-2.5444672,5.1656356,-3.227676,-3.747568,1.362305,-8.50885,-6.850225,1.2480047,-2.9272597,1
-126.25194,83.38292,-12.269216,21.722467,-32.084003,1.1379961,-9.386326,-5.445384,-1.9676837,-11.919784,-13.107568,-16.453745,-5.509455,1
-161.78659,118.55837,-12.387554,17.868479,-21.952852,-19.888153,-20.114464,-15.360135,-12.821935,-3.392194,-17.173262,6.2594924,-4.194696,1
-127.45601,100.12362,-10.855675,42.922592,-7.606284,16.32946,-10.673305,10.553941,-11.292984,7.2615237,-9.00245,8.632743,-11.635786,1
-116.24619,78.33604,-24.05776,8.711889,-15.414903,8.109081,-5.698087,2.508374,8.379337,2.9442997,-5.7486515,0.6777885,-3.4130619,1
-190.07283,100.496956,10.659966,13.04799,-9.68203,-2.4793,-17.116264,-3.7475197,-4.487382,4.3288574,-6.4301357,-6.9558663,-17.452332,1
-396.46985,123.00925,-16.38488,5.6052847,-12.200306,-14.777232,-20.38605,-15.479487,-18.94383,-13.364618,-13.403815,-7.3743515,-9.868258,1
-74.44553,70.63216,20.5744,32.037563,13.225499,15.206338,6.955516,13.912865,-0.547299,4.4153004,-2.5708833,2.9755478,1.1457611,1
-205.44043,58.224957,1.7494584,13.536394,12.340962,17.735134,7.0694633,13.444523,3.7886457,9.51067,4.6800747,7.1502733,2.07652,1
-272.70996,114.90864,49.331284,-20.62588,26.920933,13.191767,-14.966349,-2.678077,-25.253023,3.364084,-42.084785,1.3199261,-7.6419163,1
-201.70598,146.01613,-72.49869,55.326717,-17.596575,1.5282627,2.5256586,-14.534441,5.539234,-17.556421,-6.913489,-9.084538,-8.308869,1
-19.462442,-73.63473,11.056766,-26.01463,-1.358865,3.9890044,9.020575,-8.09597,-4.643219,-2.6869175,-3.6792166,2.8368719,0.5153989,1
-141.62943,136.7004,-17.57471,49.44172,-9.544748,8.535815,-8.084776,-2.764302,-8.617419,-7.896071,-3.971392,-7.8519745,1.2200431,1
-175.6766,87.85032,-26.005281,15.819392,-24.740324,-2.8030496,-25.051165,-2.7417831,-11.150899,-4.32606,-12.637286,-0.514276,-11.672909,1
-210.22975,74.00428,0.39860973,16.662039,5.180189,-22.195288,-8.713709,-10.412474,-6.6405067,-1.1481723,-9.129992,-9.562392,-8.173714,1
-306.63348,89.37761,40.501694,31.265911,3.3723261,-3.143467,-11.11657,-6.462736,-12.343328,-6.0352182,-8.234123,-3.3635058,-5.6921635,1
-335.94757,22.433578,22.024765,24.528557,5.538973,13.74835,4.526743,12.574413,2.8451638,3.187965,-1.0252975,3.2146914,-1.45683,1
32.754322,71.22651,-39.11406,4.409669,-46.600155,-18.989347,-9.946521,-10.456057,-18.370708,-3.138787,-18.717146,-5.055863,-10.899328,1
-273.79324,87.4553,-33.52978,33.881264,-3.9512577,15.277554,-3.2752616,3.5184,-2.058108,0.16876687,-4.636493,-1.8330908,-4.8895297,1
-24.06721,72.67394,-25.87255,2.5975504,-9.552093,4.132877,-9.696451,3.793882,-10.685202,-3.2576573,-9.727718,0.96668833,-7.2265377,1
-231.92105,49.01383,12.785771,16.374115,6.3291273,9.820083,2.399098,8.844446,-0.9638524,4.8148437,-3.7545252,-0.9302106,-4.708901,1
-242.81459,-33.675613,-32.617176,-12.676141,10.124336,1.4571564,-18.961102,4.6718245,5.6056004,4.57455,-6.281129,3.2699947,1.9096602,1
-293.28046,97.58776,-18.904133,48.982944,-8.153996,34.246685,-13.651237,15.927828,-23.867752,-1.4042447,-1.8800814,5.9163446,-11.9555,1
-509.19257,-9.456637,8.10964,-7.748598,5.7559886,-4.423213,4.130796,-2.6464677,0.68551314,0.7272031,-1.5572926,2.268355,-2.6736445,1
-98.21427,81.44547,12.924407,12.119609,1.0939875,-16.277119,-23.288115,-5.4754987,-11.8152075,-5.933368,-14.247618,-4.556024,-10.379616,1
-93.59192,88.682175,-29.911892,28.853777,-7.734184,4.4178553,-4.307573,2.269094,-0.1983956,1.7752266,-1.6700156,-1.0522192,-8.322238,1
-92.9669,95.66354,18.572355,23.911533,15.092837,10.99719,-1.1397834,8.006,1.0473256,12.220022,0.7026907,-1.2146801,-4.397195,1
-193.69553,69.04167,0.03466505,-1.9599819,-4.455306,-1.624018,-15.383343,-0.4790285,-5.156917,1.3342961,-7.950441,-4.013733,-12.778936,1
-256.48502,150.41962,-129.46548,58.174103,-22.581207,-29.544748,32.756104,-34.088314,1.9390212,-0.97072977,-14.373096,15.279425,-18.36513,1
-332.09143,126.5412,-91.31501,20.709326,-17.441345,5.312643,-7.623154,2.697584,0.0066208565,1.2594504,-4.0516663,2.048636,-0.49946433,1
-325.5598,136.97054,29.916563,40.73468,24.693916,28.943493,16.37223,14.946274,7.8709116,13.370288,10.587639,9.054602,4.615194,1
-143.04825,84.84672,-19.858055,24.709755,-3.5456994,-0.20609711,-3.0392797,-3.643905,0.48080358,3.1838427,-3.9511497,1.7565795,-7.158177,1
-190.08377,83.53932,-0.9106189,23.263302,-10.982782,-4.4314904,-7.606402,-8.340272,-16.177567,-10.947649,-6.7178354,-12.153697,-7.249441,1
-168.10788,115.77217,-41.93097,47.503853,-41.339256,3.0607316,-28.78005,-14.261448,-29.454586,-0.5790476,-15.050386,-16.469387,-21.152382,1
-432.14426,69.49885,15.770409,20.83325,13.325481,11.2039585,2.6257608,11.927016,1.1851227,8.887125,-2.3559337,8.116488,-0.1254375,1
-128.65605,78.55568,-31.979424,-0.003345611,-12.279023,0.6043969,-16.23,4.338544,-20.333422,-17.08355,-18.061218,-18.374498,-1.7939894,1
-76.500565,34.90444,3.6007833,66.89331,-0.77632636,-5.523026,-25.82174,-22.513603,-19.772556,-7.336862,-11.202844,7.0260777,-2.3985782,1
-427.29938,40.91935,-36.19616,47.35664,-11.825954,-17.06766,-5.6544237,-14.985345,-8.376214,1.7228166,-10.443548,-5.657672,-0.7906395,1
-248.40811,73.03457,-83.4515,33.39171,-31.22965,-30.289152,6.467814,-18.044886,2.982044,-7.651181,-4.652848,7.861792,-10.113804,1
-335.49896,18.67512,-47.931454,-42.450577,-36.873455,-33.30489,-30.143536,-4.400471,22.488016,4.618343,28.127808,-6.3284283,8.94608,1
-89.756645,94.35541,-37.17164,12.466671,-5.746348,-14.799817,-12.919528,-13.109642,-2.3605597,3.7091274,-18.61529,-0.6588196,-1.0240288,1
-15.633433,74.13347,0.4286009,29.101128,5.051561,10.768056,3.1137178,11.858515,0.51342094,7.7056413,5.537405,9.76012,-1.1223984,1
-48.991188,53.941998,-11.9754925,20.267633,-3.8092422,10.33623,-0.3416837,10.096594,-5.9246135,5.5466332,-10.936867,1.5504667,2.4723358,1
-138.86082,81.91113,-25.440598,1.4745618,-14.155659,1.0965382,-4.415329,-2.9378402,-14.126467,-3.6534622,-8.734737,-1.5487937,-2.3500872,1
-165.03856,144.6557,-79.982155,2.6302762,4.4231935,-18.991802,-8.399526,-9.712331,-12.147525,-1.6719481,-15.836768,6.57701,-11.390316,1
3.0774772,67.882355,-3.6757972,28.72387,-2.4186034,12.6043005,-4.4076905,5.6532664,-1.3049643,2.9453697,-3.6269426,1.7279398,-4.739672,1
-122.70163,114.32605,7.2897854,13.453793,1.2564807,-2.1953897,-10.335395,-7.6541085,-9.453643,-5.1400104,-0.9889175,2.254087,7.063061,1
-178.77,44.747345,-20.736698,0.77855766,-13.819168,-11.058023,-7.1384854,-9.374016,-6.979625,-1.8253168,-11.44581,-9.737976,-13.011442,1
-120.810234,141.27318,-41.01103,55.34665,-34.412,24.745647,-15.54164,11.453137,-2.895575,-6.955824,4.690907,-13.715783,8.234812,1
-268.47156,145.06972,17.333351,21.813822,-1.9213781,-1.2527498,-12.528411,-5.9895835,-13.862477,-5.207651,-13.850488,-6.481327,-10.812249,1
-61.51386,80.88875,-48.133728,-4.445764,-25.253033,-5.480169,-20.658184,-4.506348,-12.820985,-0.31814805,-6.777137,2.0974276,-6.4332166,1
-126.23076,41.753757,-24.933651,-1.0085453,-7.194116,2.3797278,-0.06805126,-3.8225393,-8.403942,4.8506227,-9.205365,-2.4762025,2.9018035,1
-494.44067,105.827576,7.687059,0.019745614,-25.712566,-6.695389,-11.91565,2.0454378,-1.5724778,8.697863,-1.0816071,6.7322946,1.3006275,1
-134.7014,88.49065,-42.05586,-0.7981392,-18.80625,-6.534213,-20.995872,-0.968234,-8.847944,-0.09541535,-6.0012307,-6.151863,-9.560169,1
-203.51208,163.69891,4.306248,28.557587,10.773916,15.485394,-5.8433194,-1.8050356,-5.952664,0.591018,1.8765687,-0.7378702,-5.8311725,1
-125.974335,170.61122,-76.9824,36.05771,-43.667725,6.8416686,4.040579,-1.7912811,12.534497,-5.5645814,7.1918254,-9.50339,8.483585,1
-379.1834,53.402637,-6.282941,13.573716,-2.0062594,8.388424,3.104239,2.078942,3.7168381,1.1311947,-3.5003257,5.235105,3.6457593,1
-174.45769,62.89626,-14.704626,4.3461657,-6.948637,-3.2583537,-14.382833,-3.0264213,-7.417907,-10.755987,-5.8033247,-3.9948583,-5.415505,1
28.602772,45.546577,15.979983,45.52987,5.5672684,18.794216,5.7746634,10.5190325,-3.4711614,-3.0983377,-3.4198246,3.1874704,1.3767968,1
-596.5556,73.69266,-131.20142,17.592709,22.12744,-39.20328,-15.08195,-50.552948,-40.95313,13.240272,1.7879075,3.2189207,10.900676,1
-294.26083,143.47363,-28.997469,43.54781,0.98151237,-0.15380126,31.912987,-1.4380826,10.305085,11.296951,6.6286016,10.754935,-0.20682691,1
-84.54333,45.933693,46.95026,-14.67223,1.5647738,22.799114,-21.107052,30.158918,-30.532242,30.292055,-28.745155,20.219706,-18.629921,1
-242.10005,147.95605,-49.695755,36.908882,-17.675306,-14.853416,-6.082032,-12.415543,-0.062299643,-17.899334,-13.353562,7.1161785,-10.933662,1
-269.76584,130.47916,0.0075535867,28.986496,-1.4104009,4.936675,-13.76051,-2.8984163,-14.089225,-7.3387337,-10.257038,0.5285808,-0.6367315,1
